NEW ENTRY
T: 70.05F | Pitch: 3.48 | Roll: 9.0 | Yaw: 0.85
T: 67.5F | Pitch: -1.12 | Roll: 8.03 | Yaw: 0.94
T: 65.59F | Pitch: -3.95 | Roll: 9.72 | Yaw: -0.76
T: 74.04F | Pitch: 3.41 | Roll: 8.2 | Yaw: 0.04
T: 73.55F | Pitch: 2.52 | Roll: 1.63 | Yaw: -0.09
T: 73.08F | Pitch: -1.77 | Roll: 3.98 | Yaw: -0.55
T: 70.62F | Pitch: 2.5 | Roll: 3.48 | Yaw: 0.73
T: 66.7F | Pitch: 3.24 | Roll: 1.46 | Yaw: -0.19
T: 72.71F | Pitch: 2.12 | Roll: 1.64 | Yaw: -0.0
T: 70.28F | Pitch: 4.58 | Roll: 0.11 | Yaw: 0.17
T: 68.74F | Pitch: -4.73 | Roll: 2.09 | Yaw: -0.39
T: 69.72F | Pitch: 3.21 | Roll: 2.96 | Yaw: -0.04
T: 68.99F | Pitch: -3.49 | Roll: 7.51 | Yaw: -0.88
T: 67.89F | Pitch: 4.0 | Roll: 0.3 | Yaw: 0.58
T: 65.74F | Pitch: -3.86 | Roll: 6.98 | Yaw: 0.4
T: 70.03F | Pitch: 4.89 | Roll: 4.91 | Yaw: 0.61
T: 65.16F | Pitch: 1.43 | Roll: 2.88 | Yaw: 0.13
T: 69.27F | Pitch: 2.73 | Roll: 9.19 | Yaw: -0.72
T: 68.33F | Pitch: -3.34 | Roll: 3.8 | Yaw: 0.64
T: 73.75F | Pitch: -3.07 | Roll: 8.52 | Yaw: 0.93
T: 72.19F | Pitch: -0.11 | Roll: 3.4 | Yaw: -0.29
T: 65.46F | Pitch: 3.49 | Roll: 2.82 | Yaw: -0.42
T: 70.36F | Pitch: 0.34 | Roll: 1.04 | Yaw: -0.95
T: 65.61F | Pitch: -1.89 | Roll: 9.96 | Yaw: -0.81
T: 74.12F | Pitch: -0.97 | Roll: 8.02 | Yaw: 0.58
T: 66.39F | Pitch: 3.77 | Roll: 2.1 | Yaw: -0.67
T: 66.99F | Pitch: 1.34 | Roll: 8.84 | Yaw: 0.08
T: 69.11F | Pitch: 1.81 | Roll: 6.12 | Yaw: -0.96
T: 72.23F | Pitch: -1.36 | Roll: 2.89 | Yaw: 0.05
T: 68.05F | Pitch: 1.08 | Roll: 8.65 | Yaw: -0.11
T: 71.15F | Pitch: 2.56 | Roll: 9.27 | Yaw: 0.43
T: 68.63F | Pitch: 4.22 | Roll: 5.09 | Yaw: -0.15
T: 67.37F | Pitch: 2.94 | Roll: 1.69 | Yaw: -0.87
T: 68.21F | Pitch: 1.46 | Roll: 5.54 | Yaw: 0.39
T: 69.08F | Pitch: 4.94 | Roll: 5.1 | Yaw: 0.5
T: 74.03F | Pitch: 2.07 | Roll: 3.14 | Yaw: -0.04
T: 68.37F | Pitch: -3.86 | Roll: 4.95 | Yaw: 0.83
T: 73.64F | Pitch: 1.97 | Roll: 4.42 | Yaw: 0.82
T: 69.36F | Pitch: 4.73 | Roll: 0.26 | Yaw: -0.37
T: 68.27F | Pitch: -4.21 | Roll: 4.8 | Yaw: 0.87
T: 66.58F | Pitch: 4.52 | Roll: 6.57 | Yaw: -0.87
T: 72.19F | Pitch: -4.44 | Roll: 9.58 | Yaw: 0.01
T: 68.2F | Pitch: 4.11 | Roll: 8.25 | Yaw: 0.8
T: 74.4F | Pitch: -4.59 | Roll: 7.93 | Yaw: -0.69
T: 70.58F | Pitch: -1.66 | Roll: 0.33 | Yaw: -0.32
T: 73.49F | Pitch: -0.81 | Roll: 4.69 | Yaw: -0.56
T: 71.96F | Pitch: 3.13 | Roll: 0.92 | Yaw: 0.94
T: 70.99F | Pitch: 4.44 | Roll: 7.86 | Yaw: 0.87
T: 70.65F | Pitch: 0.95 | Roll: 6.62 | Yaw: -0.84
T: 71.05F | Pitch: 0.56 | Roll: 5.66 | Yaw: -0.05
T: 46.77F | Pitch: -22.16 | Roll: 14.19 | Yaw: 4.0
T: 74.97F | Pitch: -4.29 | Roll: 0.66 | Yaw: 0.39
T: 68.57F | Pitch: -0.43 | Roll: 0.9 | Yaw: -0.06
T: 66.06F | Pitch: 1.45 | Roll: 9.03 | Yaw: -0.3
T: 70.96F | Pitch: 1.98 | Roll: 0.47 | Yaw: -0.54
T: 67.71F | Pitch: 2.79 | Roll: 3.2 | Yaw: 0.28
T: 66.59F | Pitch: 1.22 | Roll: 2.51 | Yaw: 0.48
T: 73.29F | Pitch: 4.87 | Roll: 4.6 | Yaw: -0.65
T: 74.67F | Pitch: 3.64 | Roll: 2.6 | Yaw: 0.58
T: 92.35F | Pitch: -16.89 | Roll: 11.13 | Yaw: 2.63
T: 72.23F | Pitch: 0.09 | Roll: 2.83 | Yaw: 0.96
T: 70.69F | Pitch: -0.34 | Roll: 6.04 | Yaw: -0.85
T: 70.1F | Pitch: 0.58 | Roll: 5.6 | Yaw: 0.8
T: 65.48F | Pitch: 0.29 | Roll: 0.21 | Yaw: 0.14
T: 73.87F | Pitch: 4.17 | Roll: 3.79 | Yaw: 0.51
T: 70.34F | Pitch: -0.34 | Roll: 2.06 | Yaw: 0.75
T: 69.45F | Pitch: 2.01 | Roll: 3.69 | Yaw: 0.91
T: 74.59F | Pitch: -0.15 | Roll: 3.35 | Yaw: 0.37
T: 118.44F | Pitch: 7.46 | Roll: 0.23 | Yaw: -3.71
T: 74.37F | Pitch: -3.88 | Roll: 3.6 | Yaw: 0.88
T: 65.44F | Pitch: -0.79 | Roll: 5.98 | Yaw: 0.45
T: 108.67F | Pitch: 1.38 | Roll: -4.74 | Yaw: 4.29
T: 68.19F | Pitch: 1.26 | Roll: 7.97 | Yaw: -0.79
T: 70.98F | Pitch: 2.17 | Roll: 3.52 | Yaw: 0.32
T: 74.42F | Pitch: -0.66 | Roll: 4.33 | Yaw: -0.59
T: 65.12F | Pitch: -2.22 | Roll: 5.16 | Yaw: -0.34
T: 66.08F | Pitch: 2.16 | Roll: 2.71 | Yaw: 0.91
T: 67.27F | Pitch: 1.12 | Roll: 9.85 | Yaw: -0.66
T: 70.22F | Pitch: 0.82 | Roll: 9.25 | Yaw: -0.72
T: 72.93F | Pitch: -2.73 | Roll: 2.81 | Yaw: -0.79
T: 70.97F | Pitch: 2.3 | Roll: 1.25 | Yaw: -0.84
T: 66.23F | Pitch: -0.99 | Roll: 3.36 | Yaw: 0.75
T: 67.53F | Pitch: 4.19 | Roll: 4.27 | Yaw: -0.78
T: 65.56F | Pitch: -2.03 | Roll: 6.79 | Yaw: -0.25
T: 73.43F | Pitch: 3.68 | Roll: 7.54 | Yaw: 0.36
T: 42.49F | Pitch: -20.53 | Roll: 17.43 | Yaw: 1.25
T: 70.62F | Pitch: 2.19 | Roll: 0.66 | Yaw: 0.44
T: 74.54F | Pitch: -3.34 | Roll: 4.41 | Yaw: 0.77
T: 68.37F | Pitch: -2.34 | Roll: 0.14 | Yaw: -0.13
T: 70.22F | Pitch: 4.04 | Roll: 0.32 | Yaw: 0.98
T: 72.95F | Pitch: -1.61 | Roll: 8.72 | Yaw: 0.64
T: 72.73F | Pitch: -1.25 | Roll: 4.51 | Yaw: 0.42
T: 66.11F | Pitch: -2.94 | Roll: 0.62 | Yaw: 0.02
T: 72.69F | Pitch: 4.67 | Roll: 9.94 | Yaw: 0.16
T: 70.44F | Pitch: 1.0 | Roll: 6.06 | Yaw: 0.67
T: 65.2F | Pitch: 4.0 | Roll: 7.94 | Yaw: -0.77
T: 72.82F | Pitch: -3.35 | Roll: 1.46 | Yaw: 0.82
T: 65.49F | Pitch: 1.43 | Roll: 3.63 | Yaw: 0.7
T: 74.54F | Pitch: -2.57 | Roll: 2.79 | Yaw: -0.54
T: 72.82F | Pitch: 4.35 | Roll: 1.55 | Yaw: 0.07
T: 74.36F | Pitch: -0.95 | Roll: 8.66 | Yaw: 0.35
T: 71.85F | Pitch: 1.74 | Roll: 9.43 | Yaw: 0.22
T: 67.06F | Pitch: 4.84 | Roll: 8.28 | Yaw: -0.51
T: 68.77F | Pitch: 2.99 | Roll: 9.82 | Yaw: -0.49
T: 72.69F | Pitch: -3.23 | Roll: 3.96 | Yaw: -0.25
T: 71.7F | Pitch: 3.27 | Roll: 2.73 | Yaw: -0.27
T: 71.01F | Pitch: -0.64 | Roll: 5.89 | Yaw: 0.32
T: 73.53F | Pitch: -3.34 | Roll: 9.24 | Yaw: -0.86
T: 70.64F | Pitch: 3.67 | Roll: 8.05 | Yaw: 0.87
T: 73.62F | Pitch: -2.32 | Roll: 0.95 | Yaw: 0.77
T: 69.86F | Pitch: 2.47 | Roll: 2.5 | Yaw: 0.51
T: 73.79F | Pitch: 1.48 | Roll: 7.02 | Yaw: 0.95
T: 70.07F | Pitch: -4.87 | Roll: 0.74 | Yaw: -0.46
T: 69.19F | Pitch: 1.71 | Roll: 3.95 | Yaw: -0.85
T: 68.07F | Pitch: -3.98 | Roll: 4.63 | Yaw: 0.89
T: 67.38F | Pitch: -0.91 | Roll: 9.43 | Yaw: 0.64
T: 65.52F | Pitch: -4.0 | Roll: 7.95 | Yaw: 0.39
T: 71.14F | Pitch: -2.11 | Roll: 5.63 | Yaw: -0.39
T: 74.25F | Pitch: 1.3 | Roll: 5.55 | Yaw: -0.48
T: 71.57F | Pitch: -3.35 | Roll: 3.4 | Yaw: -0.09
T: 73.46F | Pitch: 2.27 | Roll: 9.79 | Yaw: 0.75
T: 69.91F | Pitch: 0.62 | Roll: 4.29 | Yaw: 0.9
T: 70.17F | Pitch: 0.64 | Roll: 6.26 | Yaw: -0.75
T: 66.12F | Pitch: 0.02 | Roll: 7.82 | Yaw: -0.36
T: 73.87F | Pitch: -1.43 | Roll: 6.7 | Yaw: -0.72
T: 72.77F | Pitch: 4.62 | Roll: 3.32 | Yaw: 0.17
T: 66.51F | Pitch: -2.92 | Roll: 4.2 | Yaw: -0.98
T: 71.02F | Pitch: -3.0 | Roll: 2.7 | Yaw: -0.67
T: 68.53F | Pitch: 2.65 | Roll: 2.43 | Yaw: 0.39
T: 67.79F | Pitch: 3.09 | Roll: 9.34 | Yaw: -0.99
T: 65.09F | Pitch: -2.53 | Roll: 0.33 | Yaw: 0.48
T: 72.35F | Pitch: -1.24 | Roll: 9.24 | Yaw: -0.8
T: 67.73F | Pitch: -1.41 | Roll: 3.21 | Yaw: 0.73
T: 73.2F | Pitch: -1.38 | Roll: 5.19 | Yaw: 0.85
T: 68.15F | Pitch: -3.61 | Roll: 1.53 | Yaw: -0.98
T: 38.22F | Pitch: -17.97 | Roll: -0.23 | Yaw: 1.86
T: 65.24F | Pitch: -1.17 | Roll: 6.09 | Yaw: 0.14
T: 69.2F | Pitch: -0.43 | Roll: 3.55 | Yaw: -0.19
T: 65.17F | Pitch: -4.18 | Roll: 1.13 | Yaw: 0.48
T: 66.65F | Pitch: 0.49 | Roll: 4.61 | Yaw: -0.1
T: 72.92F | Pitch: -4.37 | Roll: 3.86 | Yaw: -0.98
T: 67.96F | Pitch: 4.83 | Roll: 1.82 | Yaw: -0.9
T: 67.44F | Pitch: -3.05 | Roll: 2.07 | Yaw: -0.56
T: 69.85F | Pitch: 4.92 | Roll: 3.02 | Yaw: -0.81
T: 40.99F | Pitch: 12.73 | Roll: 18.55 | Yaw: -1.75
T: 69.04F | Pitch: -0.42 | Roll: 4.72 | Yaw: -0.12
T: 71.16F | Pitch: 2.15 | Roll: 3.74 | Yaw: 0.88
T: 69.86F | Pitch: -4.3 | Roll: 4.47 | Yaw: 0.63
T: 69.54F | Pitch: 2.9 | Roll: 4.46 | Yaw: -0.58
T: 67.73F | Pitch: 2.59 | Roll: 1.59 | Yaw: 0.08
T: 73.32F | Pitch: 2.61 | Roll: 7.53 | Yaw: 0.04
T: 68.99F | Pitch: -2.87 | Roll: 5.27 | Yaw: -0.41
T: 66.45F | Pitch: 2.91 | Roll: 5.22 | Yaw: 0.66
T: 66.7F | Pitch: -2.56 | Roll: 2.64 | Yaw: 0.61
T: 71.15F | Pitch: -3.62 | Roll: 3.54 | Yaw: 0.74
T: 115.33F | Pitch: -5.57 | Roll: 10.06 | Yaw: 1.81
T: 106.0F | Pitch: 23.68 | Roll: 11.32 | Yaw: -3.46
T: 102.03F | Pitch: -9.19 | Roll: 8.3 | Yaw: 1.23
T: 74.0F | Pitch: -1.84 | Roll: 0.18 | Yaw: 0.46
T: 72.4F | Pitch: 3.83 | Roll: 5.13 | Yaw: 0.18
T: 69.3F | Pitch: 1.06 | Roll: 5.03 | Yaw: -0.1
T: 66.33F | Pitch: -4.02 | Roll: 1.87 | Yaw: 0.48
T: 72.57F | Pitch: -3.76 | Roll: 5.2 | Yaw: -0.93
T: 70.03F | Pitch: -2.67 | Roll: 4.55 | Yaw: 0.55
T: 65.15F | Pitch: -2.01 | Roll: 1.13 | Yaw: 0.07
T: 69.6F | Pitch: -0.6 | Roll: 7.76 | Yaw: -0.36
T: 69.3F | Pitch: 3.79 | Roll: 2.21 | Yaw: 0.57
T: 69.6F | Pitch: -1.54 | Roll: 9.46 | Yaw: -0.58
T: 73.64F | Pitch: -2.36 | Roll: 0.98 | Yaw: -0.42
T: 67.44F | Pitch: 4.11 | Roll: 6.84 | Yaw: -0.25
T: 74.82F | Pitch: -0.49 | Roll: 2.29 | Yaw: 0.95
T: 68.1F | Pitch: -2.63 | Roll: 4.66 | Yaw: -0.55
T: 117.53F | Pitch: -1.66 | Roll: 1.04 | Yaw: -1.94
T: 66.98F | Pitch: -1.98 | Roll: 4.6 | Yaw: -0.61
T: 68.2F | Pitch: -3.83 | Roll: 9.04 | Yaw: -0.84
T: 66.25F | Pitch: 3.96 | Roll: 4.77 | Yaw: 0.36
T: 67.14F | Pitch: 0.03 | Roll: 8.97 | Yaw: -0.47
T: 69.27F | Pitch: -3.1 | Roll: 4.27 | Yaw: -0.15
T: 71.35F | Pitch: -0.85 | Roll: 6.31 | Yaw: -0.61
T: 73.49F | Pitch: 4.64 | Roll: 3.54 | Yaw: -0.06
T: 71.77F | Pitch: 3.31 | Roll: 8.91 | Yaw: 0.63
T: 70.75F | Pitch: 2.89 | Roll: 4.52 | Yaw: -0.87
T: 68.42F | Pitch: 3.65 | Roll: 1.57 | Yaw: -0.8
T: 67.64F | Pitch: -3.6 | Roll: 0.08 | Yaw: -0.44
T: 67.72F | Pitch: -3.44 | Roll: 4.66 | Yaw: -0.12
T: 69.43F | Pitch: 3.83 | Roll: 2.85 | Yaw: 0.24
T: 73.33F | Pitch: 4.24 | Roll: 3.67 | Yaw: 0.37
T: 70.6F | Pitch: -2.33 | Roll: 3.86 | Yaw: 0.66
T: 74.32F | Pitch: -1.15 | Roll: 3.97 | Yaw: 0.35
T: 72.32F | Pitch: 3.45 | Roll: 3.99 | Yaw: 0.88
T: 71.79F | Pitch: -0.25 | Roll: 7.0 | Yaw: -0.73
T: 72.0F | Pitch: -1.34 | Roll: 1.96 | Yaw: -0.65
T: 72.97F | Pitch: -1.4 | Roll: 1.33 | Yaw: 0.93
T: 71.85F | Pitch: -0.53 | Roll: 4.66 | Yaw: 0.87
T: 69.99F | Pitch: -1.0 | Roll: 4.45 | Yaw: 0.58
T: 72.52F | Pitch: 3.08 | Roll: 7.55 | Yaw: -0.17
T: 67.96F | Pitch: 4.86 | Roll: 6.28 | Yaw: 0.43
T: 65.72F | Pitch: -0.46 | Roll: 0.12 | Yaw: -0.66
T: 73.19F | Pitch: -3.42 | Roll: 8.39 | Yaw: 0.77
T: 68.28F | Pitch: 1.54 | Roll: 1.6 | Yaw: -0.16
T: 69.05F | Pitch: -4.38 | Roll: 2.37 | Yaw: -0.65
T: 65.62F | Pitch: 1.55 | Roll: 5.51 | Yaw: 0.61
T: 67.13F | Pitch: -1.07 | Roll: 2.99 | Yaw: -0.48
T: 70.44F | Pitch: -0.0 | Roll: 2.52 | Yaw: -0.07
T: 42.65F | Pitch: 24.07 | Roll: -9.08 | Yaw: 0.14
T: 69.36F | Pitch: 3.79 | Roll: 5.76 | Yaw: 0.54
T: 71.96F | Pitch: -0.9 | Roll: 3.67 | Yaw: -0.7
T: 73.28F | Pitch: 1.72 | Roll: 7.35 | Yaw: 0.78
T: 71.25F | Pitch: 4.13 | Roll: 3.63 | Yaw: 0.88
T: 73.61F | Pitch: 4.96 | Roll: 5.09 | Yaw: -0.48
T: 74.1F | Pitch: -0.96 | Roll: 5.97 | Yaw: -0.61
T: 67.93F | Pitch: -3.43 | Roll: 3.52 | Yaw: 0.2
T: 73.85F | Pitch: 2.43 | Roll: 5.57 | Yaw: 0.11
T: 66.97F | Pitch: -1.89 | Roll: 1.67 | Yaw: 0.34
T: 65.37F | Pitch: -2.35 | Roll: 5.35 | Yaw: 0.32
T: 66.86F | Pitch: 1.7 | Roll: 6.17 | Yaw: 0.97
T: 66.25F | Pitch: 0.68 | Roll: 5.61 | Yaw: 0.44
T: 72.55F | Pitch: 0.9 | Roll: 0.89 | Yaw: -0.3
T: 65.05F | Pitch: -1.64 | Roll: 6.65 | Yaw: -0.68
T: 66.59F | Pitch: -1.03 | Roll: 0.29 | Yaw: -0.22
T: 68.14F | Pitch: -1.51 | Roll: 9.33 | Yaw: -0.49
T: 71.71F | Pitch: -1.16 | Roll: 0.5 | Yaw: 0.08
T: 71.23F | Pitch: -3.0 | Roll: 4.91 | Yaw: 0.2
T: 74.55F | Pitch: 3.69 | Roll: 8.34 | Yaw: -0.82
T: 74.11F | Pitch: 2.21 | Roll: 2.35 | Yaw: 0.04
T: 65.62F | Pitch: 0.56 | Roll: 8.68 | Yaw: -0.25
T: 69.25F | Pitch: 0.75 | Roll: 9.67 | Yaw: -0.56
T: 69.52F | Pitch: 1.24 | Roll: 5.81 | Yaw: -0.06
T: 69.11F | Pitch: 1.31 | Roll: 6.69 | Yaw: 0.86
T: 67.06F | Pitch: -1.15 | Roll: 1.59 | Yaw: 0.77
T: 68.61F | Pitch: 1.76 | Roll: 1.01 | Yaw: 0.57
T: 66.07F | Pitch: -3.71 | Roll: 0.51 | Yaw: 0.6
T: 70.93F | Pitch: -4.8 | Roll: 4.8 | Yaw: -0.77
T: 66.49F | Pitch: -2.18 | Roll: 7.14 | Yaw: 0.16
T: 74.21F | Pitch: -0.57 | Roll: 1.5 | Yaw: -0.42
T: 68.72F | Pitch: -4.66 | Roll: 9.74 | Yaw: 0.63
T: 67.47F | Pitch: -0.44 | Roll: 3.21 | Yaw: 0.33
T: 66.72F | Pitch: 2.04 | Roll: 8.98 | Yaw: 0.57
T: 69.53F | Pitch: 0.29 | Roll: 8.44 | Yaw: -0.09
T: 71.26F | Pitch: -3.79 | Roll: 9.49 | Yaw: -0.01
T: 69.55F | Pitch: 3.2 | Roll: 8.39 | Yaw: -0.6
T: 67.09F | Pitch: 0.91 | Roll: 4.12 | Yaw: -0.79
T: 72.18F | Pitch: -3.85 | Roll: 1.23 | Yaw: -0.31
T: 43.52F | Pitch: -15.35 | Roll: 23.08 | Yaw: -0.33
T: 72.92F | Pitch: -1.1 | Roll: 5.51 | Yaw: 0.72
T: 67.53F | Pitch: -1.88 | Roll: 3.96 | Yaw: -0.75
T: 98.23F | Pitch: 4.0 | Roll: -8.99 | Yaw: -1.46
T: 100.87F | Pitch: 24.25 | Roll: -6.07 | Yaw: -3.03
T: 65.23F | Pitch: 0.09 | Roll: 3.1 | Yaw: 0.21
T: 74.17F | Pitch: 0.05 | Roll: 3.94 | Yaw: -0.91
T: 70.73F | Pitch: -4.22 | Roll: 9.34 | Yaw: -0.1
T: 73.12F | Pitch: 3.81 | Roll: 1.39 | Yaw: 0.11
T: 68.2F | Pitch: 0.5 | Roll: 6.04 | Yaw: 0.59
T: 68.38F | Pitch: 0.6 | Roll: 8.6 | Yaw: 0.04
T: 69.37F | Pitch: 2.56 | Roll: 1.05 | Yaw: -0.05
T: 73.39F | Pitch: 2.6 | Roll: 6.6 | Yaw: 0.2
T: 66.08F | Pitch: 3.09 | Roll: 2.69 | Yaw: -0.27
T: 71.08F | Pitch: -4.11 | Roll: 9.7 | Yaw: 0.15
T: 73.11F | Pitch: 4.61 | Roll: 5.17 | Yaw: -0.89
T: 73.38F | Pitch: 0.58 | Roll: 8.03 | Yaw: 0.76
T: 74.05F | Pitch: -1.35 | Roll: 2.67 | Yaw: -0.39
T: 65.68F | Pitch: 2.49 | Roll: 4.53 | Yaw: 0.56
T: 72.24F | Pitch: 4.44 | Roll: 1.11 | Yaw: 0.55
T: 66.2F | Pitch: -2.6 | Roll: 6.41 | Yaw: -0.48
T: 68.95F | Pitch: 1.64 | Roll: 6.24 | Yaw: -0.64
T: 65.79F | Pitch: 2.83 | Roll: 2.37 | Yaw: 0.29
T: 73.36F | Pitch: 2.41 | Roll: 8.43 | Yaw: 0.36
T: 65.09F | Pitch: -4.51 | Roll: 2.71 | Yaw: -0.71
T: 70.09F | Pitch: 1.43 | Roll: 7.79 | Yaw: -0.45
T: 69.32F | Pitch: -0.94 | Roll: 7.17 | Yaw: -0.44
T: 70.82F | Pitch: 1.37 | Roll: 6.75 | Yaw: 0.05
T: 72.55F | Pitch: -2.55 | Roll: 7.14 | Yaw: -0.89
T: 65.73F | Pitch: -1.08 | Roll: 9.67 | Yaw: 0.42
T: 73.18F | Pitch: -2.62 | Roll: 3.46 | Yaw: 0.33
T: 74.38F | Pitch: -3.87 | Roll: 0.28 | Yaw: 0.74
T: 68.81F | Pitch: -0.75 | Roll: 4.64 | Yaw: 0.08
T: 71.32F | Pitch: -2.06 | Roll: 6.34 | Yaw: 0.99
T: 70.62F | Pitch: 0.95 | Roll: 5.98 | Yaw: -0.68
T: 74.1F | Pitch: 2.52 | Roll: 9.52 | Yaw: 0.66
T: 74.98F | Pitch: -3.84 | Roll: 9.63 | Yaw: 0.48
T: 69.46F | Pitch: 2.7 | Roll: 0.35 | Yaw: 0.06
T: 70.96F | Pitch: -1.45 | Roll: 8.3 | Yaw: -0.74
T: 73.75F | Pitch: 1.45 | Roll: 4.74 | Yaw: 0.59
T: 43.4F | Pitch: -14.02 | Roll: -2.24 | Yaw: -0.08
T: 69.34F | Pitch: 2.59 | Roll: 2.84 | Yaw: 0.42
T: 110.16F | Pitch: 24.68 | Roll: -4.97 | Yaw: 3.48
T: 71.77F | Pitch: 3.1 | Roll: 3.73 | Yaw: 0.38
T: 70.52F | Pitch: -3.78 | Roll: 0.87 | Yaw: 0.66
T: 72.97F | Pitch: 0.73 | Roll: 4.13 | Yaw: -0.7
T: 66.93F | Pitch: -2.92 | Roll: 5.25 | Yaw: 0.65
T: 73.84F | Pitch: 2.21 | Roll: 2.39 | Yaw: -0.16
T: 68.43F | Pitch: -0.08 | Roll: 4.78 | Yaw: 0.52
T: 69.3F | Pitch: 2.81 | Roll: 6.15 | Yaw: 0.52
T: 70.99F | Pitch: 1.82 | Roll: 5.8 | Yaw: 0.1
T: 68.89F | Pitch: -3.75 | Roll: 0.27 | Yaw: -0.83
T: 74.69F | Pitch: -1.53 | Roll: 8.15 | Yaw: 0.96
T: 74.96F | Pitch: -4.3 | Roll: 9.31 | Yaw: -0.71
T: 67.77F | Pitch: -0.84 | Roll: 8.28 | Yaw: -0.88
T: 70.6F | Pitch: -1.33 | Roll: 0.25 | Yaw: -0.74
T: 74.08F | Pitch: 3.77 | Roll: 6.87 | Yaw: -0.15
T: 66.37F | Pitch: 0.41 | Roll: 3.0 | Yaw: -0.23
T: 66.23F | Pitch: 4.13 | Roll: 9.13 | Yaw: 0.22
T: 71.02F | Pitch: -1.06 | Roll: 2.39 | Yaw: 0.11
T: 74.32F | Pitch: -2.74 | Roll: 0.06 | Yaw: -0.7
T: 66.3F | Pitch: 2.39 | Roll: 1.15 | Yaw: 0.44
T: 67.74F | Pitch: 4.0 | Roll: 1.26 | Yaw: -0.89
T: 72.25F | Pitch: -4.41 | Roll: 0.43 | Yaw: 0.14
T: 65.14F | Pitch: 3.22 | Roll: 4.72 | Yaw: 0.82
T: 66.92F | Pitch: 2.5 | Roll: 8.09 | Yaw: 0.17
T: 70.69F | Pitch: 0.92 | Roll: 3.24 | Yaw: -0.46
T: 74.32F | Pitch: -2.75 | Roll: 5.4 | Yaw: -0.9
T: 67.88F | Pitch: -0.9 | Roll: 2.29 | Yaw: -0.55
T: 73.68F | Pitch: -1.18 | Roll: 9.52 | Yaw: 0.6
T: 66.23F | Pitch: 3.35 | Roll: 8.51 | Yaw: 0.05
T: 71.72F | Pitch: -4.34 | Roll: 8.69 | Yaw: -0.1
T: 69.92F | Pitch: 3.61 | Roll: 5.19 | Yaw: -0.12
T: 66.43F | Pitch: -4.08 | Roll: 9.2 | Yaw: 0.61
T: 67.01F | Pitch: 4.2 | Roll: 3.2 | Yaw: -0.16
T: 74.06F | Pitch: -3.18 | Roll: 5.77 | Yaw: -0.36
T: 67.3F | Pitch: -1.73 | Roll: 2.7 | Yaw: -0.28
T: 68.88F | Pitch: 3.71 | Roll: 1.99 | Yaw: -0.71
T: 65.69F | Pitch: -0.24 | Roll: 1.22 | Yaw: -0.69
T: 71.89F | Pitch: 1.83 | Roll: 9.75 | Yaw: -0.16
T: 71.21F | Pitch: 1.68 | Roll: 0.73 | Yaw: 0.01
T: 65.83F | Pitch: -4.6 | Roll: 4.98 | Yaw: -0.14
T: 73.51F | Pitch: 1.55 | Roll: 7.08 | Yaw: -0.73
T: 69.34F | Pitch: 4.84 | Roll: 1.49 | Yaw: 0.48
T: 74.96F | Pitch: 4.95 | Roll: 3.16 | Yaw: 0.78
T: 65.55F | Pitch: -3.62 | Roll: 8.51 | Yaw: 0.69
T: 69.88F | Pitch: 0.22 | Roll: 6.75 | Yaw: 0.29
T: 67.45F | Pitch: 4.24 | Roll: 5.58 | Yaw: -0.43
T: 69.78F | Pitch: 0.96 | Roll: 6.43 | Yaw: 0.07
T: 68.39F | Pitch: 1.63 | Roll: 2.35 | Yaw: 0.49
T: 66.93F | Pitch: 0.74 | Roll: 3.12 | Yaw: -0.48
T: 67.91F | Pitch: -3.42 | Roll: 5.19 | Yaw: 0.8
T: 72.46F | Pitch: 1.34 | Roll: 3.93 | Yaw: 0.01
T: 68.69F | Pitch: -1.07 | Roll: 8.85 | Yaw: -0.59
T: 67.56F | Pitch: 0.01 | Roll: 3.43 | Yaw: 0.91
T: 69.14F | Pitch: -3.85 | Roll: 8.62 | Yaw: -0.8
T: 72.09F | Pitch: 0.78 | Roll: 9.0 | Yaw: 0.28
T: 69.19F | Pitch: -0.73 | Roll: 3.05 | Yaw: -0.95
T: 74.86F | Pitch: -4.27 | Roll: 5.0 | Yaw: 0.82
T: 69.04F | Pitch: -3.02 | Roll: 4.56 | Yaw: -0.49
T: 66.95F | Pitch: -3.33 | Roll: 9.33 | Yaw: 0.11
T: 73.04F | Pitch: 0.68 | Roll: 8.03 | Yaw: -0.88
T: 67.02F | Pitch: 2.73 | Roll: 0.01 | Yaw: -0.94
T: 71.52F | Pitch: 4.45 | Roll: 8.75 | Yaw: 0.76
T: 73.58F | Pitch: -1.29 | Roll: 0.58 | Yaw: -0.58
T: 74.83F | Pitch: 1.11 | Roll: 2.53 | Yaw: -0.47
T: 66.58F | Pitch: 3.07 | Roll: 9.24 | Yaw: -0.67
T: 67.42F | Pitch: 4.36 | Roll: 0.84 | Yaw: 0.56
T: 70.25F | Pitch: 0.46 | Roll: 2.5 | Yaw: -0.67
T: 70.12F | Pitch: -0.93 | Roll: 9.36 | Yaw: -0.4
T: 69.81F | Pitch: -3.85 | Roll: 1.43 | Yaw: -0.04
T: 68.98F | Pitch: 3.56 | Roll: 6.76 | Yaw: 0.06
T: 68.06F | Pitch: 0.06 | Roll: 5.51 | Yaw: 0.84
T: 74.55F | Pitch: -1.38 | Roll: 2.82 | Yaw: 0.7
T: 73.29F | Pitch: 1.12 | Roll: 5.01 | Yaw: 0.36
